time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-10-05T07:33:48.680Z,35.646,-117.4695,1.28,1.84,ml,28,48,0.04191,0.21,ci,ci39112496,2019-10-05T07:44:51.070Z,"15km SSW of Searles Valley, CA",earthquake,0.26,0.52,0.159,26,automatic,ci,ci
2019-10-05T06:42:37.160Z,35.6725,-117.5643333,7.3,2,ml,35,37,0.0505,0.15,ci,ci39112432,2019-10-05T06:53:36.570Z,"12km ENE of Ridgecrest, CA",earthquake,0.19,0.79,0.141,26,automatic,ci,ci
2019-10-05T05:04:41.420Z,35.6801667,-117.5355,9.55,2.06,ml,35,39,0.06413,0.14,ci,ci39112344,2019-10-07T14:26:51.590Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.51,0.124,26,reviewed,ci,ci
2019-10-05T04:12:24.820Z,35.7255,-117.5393333,10.52,1.21,ml,26,71,0.1017,0.16,ci,ci39112288,2019-10-05T04:16:10.897Z,"13km WSW of Searles Valley, CA",earthquake,0.28,0.6,0.201,15,automatic,ci,ci
2019-10-05T02:01:42.570Z,35.7373333,-117.5306667,6.91,1.39,ml,26,60,0.09527,0.17,ci,ci39112032,2019-10-05T02:12:06.870Z,"12km WSW of Searles Valley, CA",earthquake,0.27,0.72,0.187,21,automatic,ci,ci
2019-10-05T01:41:47.980Z,35.6553333,-117.4603333,4.35,1.44,ml,28,48,0.0314,0.21,ci,ci39112016,2019-10-05T01:45:20.381Z,"14km SSW of Searles Valley, CA",earthquake,0.3,0.58,0.192,20,automatic,ci,ci
2019-10-05T01:15:12.680Z,35.7888333,-117.627,6.53,1.25,ml,24,52,0.03599,0.25,ci,ci39111952,2019-10-05T01:19:04.388Z,"19km NNE of Ridgecrest, CA",earthquake,0.43,0.79,0.196,18,automatic,ci,ci
2019-10-05T00:30:51.810Z,35.7623333,-117.6006667,10.61,1.38,ml,25,61,0.05335,0.17,ci,ci39111928,2019-10-05T00:34:38.781Z,"17km NNE of Ridgecrest, CA",earthquake,0.29,0.56,0.164,22,automatic,ci,ci
2019-10-04T23:37:32.520Z,35.5663333,-117.4003333,6.79,1.65,ml,29,83,0.05057,0.17,ci,ci39111856,2019-10-04T23:48:21.580Z,"22km S of Trona, CA",earthquake,0.27,0.43,0.169,26,automatic,ci,ci
2019-10-04T22:07:17.230Z,35.8498333,-117.6893333,3.97,1.46,ml,21,51,0.07393,0.15,ci,ci39111728,2019-10-04T22:11:11.243Z,"22km ESE of Little Lake, CA",earthquake,0.22,0.56,0.129,23,automatic,ci,ci
2019-10-04T21:16:46.710Z,35.6081667,-117.4946667,4.81,1.4,ml,24,51,0.008679,0.2,ci,ci39111656,2019-10-04T21:27:19.270Z,"16km E of Ridgecrest, CA",earthquake,0.27,0.42,0.12,22,automatic,ci,ci
2019-10-04T20:02:41.460Z,35.707,-117.5021667,4.5,1.2,ml,22,79,0.07635,0.18,ci,ci39111544,2019-10-07T14:43:22.788Z,"11km SW of Searles Valley, CA",earthquake,0.29,0.67,0.164,17,reviewed,ci,ci
2019-10-04T18:50:22.990Z,35.6678333,-117.418,5.4,1.9,ml,34,99,0.005362,0.19,ci,ci39111464,2019-10-04T19:01:22.230Z,"11km S of Searles Valley, CA",earthquake,0.28,0.73,0.172,25,automatic,ci,ci
2019-10-04T17:37:10.280Z,35.6308333,-117.573,7.63,1.87,ml,23,73,0.07247,0.19,ci,ci39111336,2019-10-04T18:40:00.358Z,"9km E of Ridgecrest, CA",earthquake,0.33,1.11,0.112,21,reviewed,ci,ci
2019-10-04T17:36:52.850Z,35.6308333,-117.5776667,7.43,1.98,ml,28,69,0.01121,0.17,ci,ci39111328,2019-10-04T17:40:34.895Z,"9km E of Ridgecrest, CA",earthquake,0.23,0.71,0.145,26,automatic,ci,ci
2019-10-04T16:26:33.560Z,35.647,-117.5841667,7.82,1.26,ml,20,72,0.02776,0.19,ci,ci39111192,2019-10-04T16:37:04.220Z,"9km ENE of Ridgecrest, CA",earthquake,0.34,0.74,0.162,18,automatic,ci,ci
2019-10-04T15:40:42.010Z,35.8665,-117.693,5.4,1.48,ml,26,76,0.08218,0.18,ci,ci39111080,2019-10-04T15:44:19.868Z,"21km ESE of Little Lake, CA",earthquake,0.24,1.06,0.15,21,automatic,ci,ci
2019-10-04T14:59:12.220Z,35.6361667,-117.4628333,3.12,1.4,ml,24,61,0.04303,0.18,ci,ci39110968,2019-10-04T15:09:51.810Z,"16km SSW of Searles Valley, CA",earthquake,0.24,0.31,0.172,20,automatic,ci,ci
2019-10-04T13:03:40.060Z,35.6473333,-117.4563333,6.69,2.28,ml,36,56,0.03197,0.19,ci,ci39110800,2019-10-04T13:14:20.750Z,"14km SSW of Searles Valley, CA",earthquake,0.3,0.57,0.147,26,automatic,ci,ci
2019-10-04T09:11:32.010Z,35.7431667,-117.5591667,8.19,1.52,ml,25,114,0.07884,0.14,ci,ci39110528,2019-10-04T13:54:00.120Z,"14km W of Searles Valley, CA",earthquake,0.25,0.75,0.166,24,reviewed,ci,ci
2019-10-04T07:43:48.020Z,35.8321667,-117.684,8.59,1.2,ml,22,71,0.06983,0.15,ci,ci39110448,2019-10-04T07:47:29.530Z,"23km ESE of Little Lake, CA",earthquake,0.22,0.56,0.108,16,automatic,ci,ci
2019-10-04T07:36:00.760Z,35.8326667,-117.6833333,8.19,1.86,ml,31,69,0.0705,0.16,ci,ci39110440,2019-10-04T07:39:43.357Z,"23km ESE of Little Lake, CA",earthquake,0.2,0.58,0.13,25,automatic,ci,ci
2019-10-04T04:02:21.260Z,35.5988333,-117.5983333,6.89,1.63,ml,29,45,0.03322,0.18,ci,ci39110256,2019-10-04T13:56:26.260Z,"7km ESE of Ridgecrest, CA",earthquake,0.25,0.65,0.215,26,reviewed,ci,ci
2019-10-04T03:29:06.450Z,35.6743333,-117.5295,7.01,1.42,ml,25,108,0.06135,0.15,ci,ci39110208,2019-10-04T13:56:31.910Z,"14km ENE of Ridgecrest, CA",earthquake,0.25,0.5,0.215,22,reviewed,ci,ci
2019-10-04T01:23:37.780Z,35.8513333,-117.6696667,2.7,1.42,ml,21,86,0.06855,0.15,ci,ci39110024,2019-10-04T01:27:13.197Z,"23km ESE of Little Lake, CA",earthquake,0.23,0.32,0.144,22,automatic,ci,ci
2019-10-04T01:10:50.790Z,35.6141667,-117.5865,5.5,1.83,ml,32,51,0.0162,0.17,ci,ci39110008,2019-10-04T13:57:40.490Z,"8km E of Ridgecrest, CA",earthquake,0.21,0.56,0.128,25,reviewed,ci,ci
2019-10-03T23:23:21.430Z,35.7751667,-117.5835,10.18,2.06,ml,33,63,0.04206,0.17,ci,ci39109896,2019-10-03T23:33:55.730Z,"16km W of Searles Valley, CA",earthquake,0.26,0.59,0.147,25,automatic,ci,ci
2019-10-03T19:17:45.150Z,35.6645,-117.5513333,9.64,2.11,ml,35,46,0.04477,0.14,ci,ci39109408,2019-10-03T19:28:45.440Z,"12km ENE of Ridgecrest, CA",earthquake,0.19,0.39,0.185,26,automatic,ci,ci
2019-10-03T19:01:03.450Z,35.8068333,-117.5371667,-0.03,1.2,ml,26,59,0.04985,0.15,ci,ci39109352,2019-10-04T16:04:21.591Z,"13km WNW of Searles Valley, CA",earthquake,0.23,0.4,0.093,17,reviewed,ci,ci
2019-10-03T18:27:22.780Z,35.6328333,-117.432,4.2,1.71,ml,30,85,0.03292,0.19,ci,ci39109256,2019-10-03T18:38:03.850Z,"15km S of Searles Valley, CA",earthquake,0.25,0.46,0.143,27,automatic,ci,ci
2019-10-03T18:06:16.560Z,35.6486667,-117.4618333,2.66,1.63,ml,25,51,0.03514,0.17,ci,ci39109200,2019-10-03T18:17:06.620Z,"14km SSW of Searles Valley, CA",earthquake,0.23,0.31,0.144,25,automatic,ci,ci
2019-10-03T17:39:08.870Z,35.7038333,-117.5181667,6.13,1.28,ml,24,71,0.08607,0.16,ci,ci39109152,2019-10-03T20:44:10.761Z,"12km SW of Searles Valley, CA",earthquake,0.28,1.04,0.21,16,reviewed,ci,ci
2019-10-03T16:46:44.800Z,35.6398333,-117.4393333,2.8,1.71,ml,27,86,0.02827,0.16,ci,ci39109024,2019-10-03T16:57:19.510Z,"14km SSW of Searles Valley, CA",earthquake,0.23,0.27,0.138,26,automatic,ci,ci
2019-10-03T14:35:28.250Z,35.8465,-117.6736667,4.18,1.69,ml,25,57,0.06908,0.13,ci,ci39108664,2019-10-03T15:09:59.140Z,"23km ESE of Little Lake, CA",earthquake,0.2,0.44,0.158,26,reviewed,ci,ci
2019-10-03T09:35:38.430Z,35.7186667,-117.5643333,6.57,1.21,ml,26,104,0.0965,0.16,ci,ci39108224,2019-10-03T09:39:23.371Z,"15km NE of Ridgecrest, CA",earthquake,0.27,0.86,0.206,15,automatic,ci,ci
2019-10-03T07:09:15.240Z,35.795,-117.6213333,9.53,1.52,ml,29,56,0.02834,0.18,ci,ci39108072,2019-10-03T07:20:21.680Z,"20km W of Searles Valley, CA",earthquake,0.3,0.64,0.204,23,automatic,ci,ci
2019-10-02T20:58:44.480Z,35.6841667,-117.4396667,5.4,1.56,ml,27,96,0.09477,0.19,ci,ci39107016,2019-10-03T16:04:58.214Z,"10km SSW of Searles Valley, CA",earthquake,0.31,1.57,0.135,26,reviewed,ci,ci
2019-10-02T19:45:02.950Z,35.6776667,-117.5088333,7.93,1.26,ml,24,60,0.07045,0.15,ci,ci39106832,2019-10-02T19:48:46.171Z,"14km SW of Searles Valley, CA",earthquake,0.3,0.7,0.12,15,automatic,ci,ci
2019-10-02T18:27:54.510Z,35.6731667,-117.481,1.33,1.2,ml,24,63,0.04736,0.16,ci,ci39106624,2019-10-02T18:31:28.923Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.41,0.19,16,automatic,ci,ci
2019-10-02T18:12:30.050Z,35.6421667,-117.4753333,5.81,2.29,ml,36,47,0.04474,0.16,ci,ci39106560,2019-10-02T18:23:26.470Z,"15km SSW of Searles Valley, CA",earthquake,0.23,0.5,0.123,26,automatic,ci,ci
2019-10-02T16:18:52.850Z,35.8188333,-117.6531667,9.58,1.2,ml,24,64,0.04534,0.2,ci,ci39106288,2019-10-02T16:22:32.981Z,"22km N of Ridgecrest, CA",earthquake,0.33,0.73,0.183,13,automatic,ci,ci
2019-10-02T14:44:22.470Z,35.64,-117.601,8.7,1.39,ml,25,45,0.03156,0.15,ci,ci39106056,2019-10-02T15:49:58.600Z,"7km ENE of Ridgecrest, CA",earthquake,0.22,0.56,0.2,20,reviewed,ci,ci
2019-10-02T13:53:31.090Z,35.724,-117.525,7.04,1.79,ml,27,75,0.1013,0.17,ci,ci39105992,2019-10-02T14:11:15.990Z,"12km WSW of Searles Valley, CA",earthquake,0.25,0.66,0.134,24,reviewed,ci,ci
2019-10-02T13:03:50.710Z,35.838,-117.6635,6.2,1.37,ml,24,80,0.05805,0.17,ci,ci39105904,2019-10-02T13:07:38.109Z,"24km N of Ridgecrest, CA",earthquake,0.25,0.6,0.199,20,automatic,ci,ci
2019-10-02T11:44:29.860Z,35.8808333,-117.6896667,2.27,1.51,ml,31,45,0.07414,0.21,ci,ci39105808,2019-10-02T11:48:19.358Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.37,0.161,21,automatic,ci,ci
2019-10-02T09:39:28.170Z,35.654,-117.5238333,1.32,1.69,ml,32,43,0.04875,0.16,ci,ci39105608,2019-10-02T09:50:18.870Z,"14km ENE of Ridgecrest, CA",earthquake,0.22,0.37,0.165,26,automatic,ci,ci
2019-10-02T09:36:34.640Z,35.6243333,-117.4261667,5.21,1.22,ml,26,84,0.04075,0.16,ci,ci39105600,2019-10-02T13:52:56.350Z,"16km S of Searles Valley, CA",earthquake,0.24,0.35,0.23,16,reviewed,ci,ci
2019-10-02T07:24:40.140Z,35.648,-117.4963333,6.16,1.48,ml,29,38,0.04837,0.15,ci,ci39105464,2019-10-02T13:55:29.510Z,"16km SSW of Searles Valley, CA",earthquake,0.2,0.46,0.078,23,reviewed,ci,ci
2019-10-02T07:21:50.650Z,35.6608333,-117.5663333,4.44,1.67,ml,30,43,0.03877,0.14,ci,ci39105448,2019-10-02T07:32:30.800Z,"11km ENE of Ridgecrest, CA",earthquake,0.19,0.5,0.122,26,automatic,ci,ci
2019-10-02T06:42:32.490Z,35.6345,-117.4631667,2.33,1.86,ml,14,127,0.0423,0.15,ci,ci39105376,2019-10-02T06:46:23.929Z,"16km SSW of Searles Valley, CA",earthquake,0.32,0.41,0.288,8,automatic,ci,ci
2019-10-02T03:31:54.610Z,35.7065,-117.5138333,9.7,1.71,ml,33,74,0.08421,0.17,ci,ci39105080,2019-10-02T13:58:07.430Z,"12km SW of Searles Valley, CA",earthquake,0.27,0.61,0.158,25,reviewed,ci,ci
2019-10-02T01:10:36.810Z,35.7901667,-117.5668333,3.09,1.7,ml,35,53,0.03568,0.15,ci,ci39104880,2019-10-02T15:43:47.700Z,"15km W of Searles Valley, CA",earthquake,0.16,0.3,0.143,32,reviewed,ci,ci
2019-10-02T00:46:35.340Z,35.6793333,-117.5346667,4.49,1.63,ml,30,55,0.06368,0.13,ci,ci39104848,2019-10-02T14:01:47.480Z,"14km ENE of Ridgecrest, CA",earthquake,0.21,0.47,0.136,27,reviewed,ci,ci
2019-10-02T00:20:01.050Z,35.6786667,-117.484,1.08,1.48,ml,27,68,0.05094,0.19,ci,ci39104832,2019-10-02T14:02:04.611Z,"12km SW of Searles Valley, CA",earthquake,0.24,0.45,0.138,21,reviewed,ci,ci
2019-10-02T00:13:18.410Z,35.7501667,-117.5785,2.53,1.87,ml,31,64,0.06723,0.2,ci,ci39104824,2019-10-02T14:03:11.390Z,"16km W of Searles Valley, CA",earthquake,0.26,0.53,0.152,27,reviewed,ci,ci
2019-10-02T00:01:24.230Z,35.8106667,-117.6503333,7.59,1.43,ml,24,56,0.04323,0.15,ci,ci39104816,2019-10-02T14:02:03.814Z,"21km N of Ridgecrest, CA",earthquake,0.23,0.59,0.189,21,reviewed,ci,ci
2019-10-01T23:51:36.770Z,35.6,-117.3995,2.93,1.84,ml,30,51,0.05285,0.24,ci,ci39104792,2019-10-02T00:02:08.700Z,"18km S of Trona, CA",earthquake,0.31,0.38,0.181,26,automatic,ci,ci
2019-10-01T20:25:11.510Z,35.6801667,-117.485,1.1,1.74,ml,27,69,0.05213,0.18,ci,ci39104488,2019-10-02T14:06:37.860Z,"12km SW of Searles Valley, CA",earthquake,0.24,0.45,0.129,26,reviewed,ci,ci
2019-10-01T15:24:48.670Z,35.599,-117.428,4.88,1.38,ml,23,73,0.03054,0.19,ci,ci39103912,2019-10-02T14:10:11.790Z,"19km S of Searles Valley, CA",earthquake,0.29,0.43,0.201,18,reviewed,ci,ci
2019-10-01T15:08:36.180Z,35.745,-117.5815,6.6,1.39,ml,20,125,0.07178,0.21,ci,ci39103848,2019-10-01T15:12:09.737Z,"16km NNE of Ridgecrest, CA",earthquake,0.34,0.88,0.282,21,automatic,ci,ci
2019-10-01T13:11:08.620Z,35.7435,-117.593,5.94,3.59,mw,59,38,0.07218,0.16,ci,ci39103680,2019-12-27T15:49:40.040Z,"16km NNE of Ridgecrest, CA",earthquake,0.12,0.42,,6,reviewed,ci,ci
2019-10-01T13:07:13.590Z,35.8678333,-117.6951667,6.68,1.52,ml,29,48,0.0819,0.15,ci,ci39103664,2019-10-01T13:18:27.870Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.48,0.276,23,automatic,ci,ci
2019-10-01T13:01:26.290Z,35.6603333,-117.4613333,2.38,1.64,ml,28,35,0.03103,0.17,ci,ci39103648,2019-10-01T13:12:24.490Z,"13km SSW of Searles Valley, CA",earthquake,0.24,0.35,0.102,25,automatic,ci,ci
2019-10-01T12:32:48.730Z,35.6615,-117.4693333,4.65,2.17,ml,36,35,0.03735,0.17,ci,ci39103592,2019-10-01T12:43:31.130Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.5,0.163,26,automatic,ci,ci
2019-10-01T08:53:05.940Z,35.6701667,-117.4815,4.3,2.1,ml,32,36,0.04735,0.16,ci,ci39103336,2019-10-01T13:47:04.040Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.58,0.065,26,reviewed,ci,ci
2019-10-01T07:34:46.830Z,35.6845,-117.4521667,1.03,1.91,ml,25,92,0.0909,0.18,ci,ci39103280,2019-10-01T14:53:14.620Z,"10km SSW of Searles Valley, CA",earthquake,0.3,0.61,0.217,26,automatic,ci,ci
2019-10-01T05:53:32.490Z,35.649,-117.4413333,2.23,2.69,ml,37,74,0.02157,0.14,ci,ci39103120,2019-10-01T19:30:15.687Z,"14km SSW of Searles Valley, CA",earthquake,0.19,0.3,0.147,25,automatic,ci,ci
2019-10-01T05:34:55.750Z,35.6056667,-117.4775,7.87,1.94,ml,32,59,0.01377,0.18,ci,ci39103096,2019-10-01T18:54:01.966Z,"18km E of Ridgecrest, CA",earthquake,0.24,0.44,0.105,25,reviewed,ci,ci
2019-10-01T05:14:12.570Z,35.6215,-117.4353333,5.38,1.72,ml,29,80,0.04122,0.2,ci,ci39103064,2019-10-01T05:18:08.266Z,"16km S of Searles Valley, CA",earthquake,0.28,0.63,0.136,26,automatic,ci,ci
2019-10-01T04:07:37.450Z,35.6873333,-117.4653333,4.58,1.6,ml,24,125,0.04051,0.22,ci,ci39102960,2019-10-01T13:52:44.024Z,"10km SSW of Searles Valley, CA",earthquake,0.38,0.73,0.167,26,reviewed,ci,ci
2019-10-01T03:20:41.390Z,35.6148333,-117.4398333,6.06,1.46,ml,24,77,0.03364,0.24,ci,ci39102888,2019-10-01T03:24:40.084Z,"17km S of Searles Valley, CA",earthquake,0.37,0.72,0.162,21,automatic,ci,ci
2019-10-01T03:07:30.570Z,35.6673333,-117.5243333,8.55,1.57,ml,24,87,0.05807,0.17,ci,ci39102856,2019-10-01T13:54:43.480Z,"15km ENE of Ridgecrest, CA",earthquake,0.28,0.71,0.164,26,reviewed,ci,ci
2019-10-01T01:15:27.810Z,35.7025,-117.513,7.06,2.06,ml,35,73,0.08172,0.2,ci,ci39102768,2019-10-01T01:19:13.746Z,"12km SW of Searles Valley, CA",earthquake,0.31,0.74,0.139,26,automatic,ci,ci
2019-09-30T22:18:24.170Z,35.7115,-117.5496667,6.79,2.22,ml,32,64,0.09066,0.16,ci,ci39102496,2019-09-30T22:28:58.360Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.63,0.14,25,automatic,ci,ci
2019-09-30T18:42:16.690Z,35.776,-117.5996667,2.99,1.34,ml,21,65,0.03969,0.17,ci,ci39102032,2019-10-01T14:06:08.850Z,"18km W of Searles Valley, CA",earthquake,0.27,0.42,0.074,19,reviewed,ci,ci
2019-09-30T17:33:00.700Z,35.6396667,-117.4353333,4.97,2.82,ml,35,86,0.02711,0.14,ci,ci39101912,2019-09-30T17:43:48.780Z,"14km SSW of Searles Valley, CA",earthquake,0.21,0.37,0.195,25,automatic,ci,ci
2019-09-30T16:47:58.270Z,35.6778333,-117.5441667,8.51,1.53,ml,23,54,0.05926,0.16,ci,ci39101824,2019-09-30T16:51:46.306Z,"14km ENE of Ridgecrest, CA",earthquake,0.25,0.72,0.117,24,automatic,ci,ci
2019-09-30T15:08:31.360Z,35.8681667,-117.6885,7.94,1.37,ml,25,79,0.08537,0.16,ci,ci39101632,2019-09-30T15:12:10.924Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.61,0.209,21,automatic,ci,ci
2019-09-30T14:53:44.020Z,35.8386667,-117.662,3.13,1.71,ml,25,81,0.05718,0.18,ci,ci39101592,2019-09-30T15:05:09.450Z,"24km N of Ridgecrest, CA",earthquake,0.25,0.52,0.14,25,automatic,ci,ci
2019-09-30T14:26:50.840Z,35.8598333,-117.699,4.64,1.51,ml,17,89,0.07405,0.18,ci,ci39101552,2019-09-30T14:30:32.666Z,"21km ESE of Little Lake, CA",earthquake,0.28,0.57,0.192,23,automatic,ci,ci
2019-09-30T14:11:36.970Z,35.7631667,-117.586,3.26,1.36,ml,22,63,0.05329,0.18,ci,ci39101536,2019-09-30T14:15:27.061Z,"16km W of Searles Valley, CA",earthquake,0.28,0.4,0.153,22,automatic,ci,ci
2019-09-30T08:09:58.460Z,35.6815,-117.4733333,1.71,1.39,ml,21,112,0.04361,0.23,ci,ci39101136,2019-09-30T08:13:33.965Z,"11km SSW of Searles Valley, CA",earthquake,0.35,0.53,0.14,16,automatic,ci,ci
2019-09-30T07:43:20.040Z,35.8036667,-117.617,7.86,1.21,ml,18,76,0.0199,0.22,ci,ci39101104,2019-09-30T07:46:56.985Z,"20km WNW of Searles Valley, CA",earthquake,0.42,0.75,0.213,10,automatic,ci,ci
2019-09-30T06:07:15.780Z,35.5638333,-117.393,3.26,2.32,ml,37,58,0.04521,0.19,ci,ci39101008,2019-09-30T06:18:01.690Z,"22km S of Trona, CA",earthquake,0.29,0.39,0.183,25,automatic,ci,ci
2019-09-30T05:24:33.700Z,35.8585,-117.7015,8.97,1.54,ml,22,70,0.07166,0.11,ci,ci39101000,2019-09-30T05:28:37.918Z,"20km ESE of Little Lake, CA",earthquake,0.18,0.44,0.127,19,automatic,ci,ci
2019-09-30T05:23:23.050Z,35.8565,-117.698,8.67,2.28,ml,32,48,0.0724,0.18,ci,ci39100992,2019-09-30T05:33:49.300Z,"21km ESE of Little Lake, CA",earthquake,0.24,0.73,0.196,26,automatic,ci,ci
2019-09-30T04:47:07.180Z,35.6511667,-117.499,7.45,1.24,ml,12,93,0.05169,0.14,ci,ci39100944,2019-09-30T04:50:52.054Z,"16km SSW of Searles Valley, CA",earthquake,0.41,0.91,0.227,7,automatic,ci,ci
2019-09-30T04:27:44.550Z,35.7676667,-117.6011667,9.63,1.54,ml,22,121,0.04806,0.18,ci,ci39100928,2019-09-30T14:21:22.110Z,"18km NNE of Ridgecrest, CA",earthquake,0.3,0.66,0.154,21,reviewed,ci,ci
2019-09-30T02:46:58.190Z,35.6806667,-117.5131667,7.14,1.7,ml,27,99,0.07415,0.17,ci,ci39100856,2019-09-30T14:22:50.830Z,"14km SW of Searles Valley, CA",earthquake,0.28,0.56,0.152,26,reviewed,ci,ci
2019-09-30T02:20:25.580Z,35.867,-117.693,1.18,1.34,ml,20,76,0.08253,0.25,ci,ci39100816,2019-09-30T02:23:58.716Z,"21km ESE of Little Lake, CA",earthquake,0.36,0.56,0.113,18,automatic,ci,ci
2019-09-30T02:06:50.580Z,35.6573333,-117.4581667,7.17,2.31,ml,34,43,0.02914,0.14,ci,ci39100800,2019-09-30T02:17:56.580Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.39,0.191,25,automatic,ci,ci
2019-09-30T00:03:56.160Z,35.7143333,-117.5575,2.11,2.03,ml,33,58,0.09258,0.16,ci,ci39100616,2019-09-30T14:23:59.760Z,"15km NE of Ridgecrest, CA",earthquake,0.22,0.39,0.147,26,reviewed,ci,ci
2019-09-29T23:21:32.290Z,35.6083333,-117.4758333,7.72,1.27,ml,28,60,0.01625,0.16,ci,ci39100576,2019-10-02T22:27:52.590Z,"18km E of Ridgecrest, CA",earthquake,0.23,0.42,0.105,15,reviewed,ci,ci
2019-09-29T23:06:06.940Z,35.5868333,-117.6125,2.22,1.74,ml,28,50,0.04984,0.17,ci,ci39100560,2019-09-30T14:25:07.960Z,"7km ESE of Ridgecrest, CA",earthquake,0.2,0.4,0.142,26,reviewed,ci,ci
2019-09-29T18:43:03.330Z,35.5845,-117.4063333,5.63,1.21,ml,19,79,0.04558,0.17,ci,ci39100288,2019-09-29T18:46:39.196Z,"20km S of Trona, CA",earthquake,0.3,0.63,0.225,15,automatic,ci,ci
2019-09-29T16:28:30.620Z,35.5868333,-117.5335,8.4,1.47,ml,22,64,0.03563,0.16,ci,ci39100216,2019-09-30T14:28:23.990Z,"13km ESE of Ridgecrest, CA",earthquake,0.31,0.55,0.152,21,reviewed,ci,ci
2019-09-29T15:28:32.290Z,35.679,-117.403,8.29,1.3,ml,22,109,0.0218,0.2,ci,ci39100168,2019-09-30T14:28:00.168Z,"10km SSW of Trona, CA",earthquake,0.41,0.74,0.127,14,reviewed,ci,ci
2019-09-29T15:17:37.300Z,35.679,-117.5245,5.1,1.54,ml,23,95,0.06746,0.22,ci,ci39100152,2019-09-30T14:28:21.173Z,"15km SW of Searles Valley, CA",earthquake,0.35,0.57,0.175,25,reviewed,ci,ci
2019-09-29T14:56:07.520Z,35.7173333,-117.5003333,3.05,1.24,ml,29,64,0.08129,0.15,ci,ci39100120,2019-09-30T23:39:16.010Z,"10km WSW of Searles Valley, CA",earthquake,0.2,0.47,0.104,18,reviewed,ci,ci
2019-09-29T13:54:32.020Z,35.7476667,-117.5566667,7.42,3.06,ml,56,44,0.07561,0.15,ci,ci39100080,2019-12-20T19:03:45.040Z,"14km W of Searles Valley, CA",earthquake,0.12,0.42,0.157,104,reviewed,ci,ci
2019-09-29T13:44:02.700Z,35.6736667,-117.4888333,4.25,1.27,ml,20,114,0.05373,0.15,ci,ci39100056,2019-09-30T14:30:34.010Z,"13km SW of Searles Valley, CA",earthquake,0.25,0.56,0.14,13,reviewed,ci,ci
2019-09-29T13:18:00.200Z,35.7275,-117.4953333,1.43,1.2,ml,32,63,0.0853,0.17,ci,ci39100048,2019-10-01T00:01:31.390Z,"9km WSW of Searles Valley, CA",earthquake,0.19,0.33,0.1,18,reviewed,ci,ci
2019-09-29T12:11:47.240Z,35.6781667,-117.5296667,5.18,1.95,ml,32,94,0.06456,0.2,ci,ci39100000,2019-09-29T12:22:37.620Z,"15km ENE of Ridgecrest, CA",earthquake,0.3,0.6,0.136,25,automatic,ci,ci
2019-09-29T12:08:19.570Z,35.674,-117.528,8.95,2.8,ml,36,53,0.06172,0.14,ci,ci39099992,2019-09-29T13:51:28.206Z,"15km ENE of Ridgecrest, CA",earthquake,0.2,0.44,0.121,25,automatic,ci,ci
2019-09-29T11:52:42.720Z,35.6258333,-117.4648333,5.53,1.55,ml,21,64,0.03463,0.17,ci,ci39099952,2019-09-30T14:30:46.220Z,"17km SSW of Searles Valley, CA",earthquake,0.28,0.52,0.164,21,reviewed,ci,ci
2019-09-29T11:07:27.250Z,35.8285,-117.666,6.24,1.32,ml,22,77,0.0571,0.2,ci,ci39099904,2019-09-29T11:11:07.842Z,"23km N of Ridgecrest, CA",earthquake,0.32,0.82,0.125,15,automatic,ci,ci
2019-09-29T10:21:06.270Z,35.6616667,-117.5111667,9.54,1.34,ml,23,85,0.06157,0.19,ci,ci39099872,2019-09-29T10:33:37.737Z,"15km SW of Searles Valley, CA",earthquake,0.33,0.64,0.182,19,automatic,ci,ci
2019-09-29T08:43:45.810Z,35.6635,-117.5391667,9.97,1.3,ml,20,98,0.04802,0.21,ci,ci39099816,2019-09-29T08:47:34.072Z,"13km ENE of Ridgecrest, CA",earthquake,0.36,0.72,0.146,16,automatic,ci,ci
2019-09-29T07:50:15.300Z,35.826,-117.6491667,0.66,1.7,ml,24,74,0.04321,0.22,ci,ci39099784,2019-09-29T07:54:00.735Z,"23km N of Ridgecrest, CA",earthquake,0.31,0.53,0.152,26,automatic,ci,ci
2019-09-29T05:37:40.880Z,35.6463333,-117.4588333,6.5,1.34,ml,22,73,0.03422,0.22,ci,ci39099640,2019-09-29T05:41:24.913Z,"14km SSW of Searles Valley, CA",earthquake,0.43,0.7,0.178,16,automatic,ci,ci
2019-09-29T05:13:51.450Z,35.8356667,-117.6413333,7.83,1.23,ml,21,90,0.04079,0.17,ci,ci39099608,2019-09-29T05:17:39.767Z,"23km WNW of Searles Valley, CA",earthquake,0.36,0.7,0.279,14,automatic,ci,ci
